type,text,label,is_label_correct,is_grammatically,is_makes_sense,ptype->htype,from->to,section,worker,is_completed,row_id,hit_id
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,schools->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **governments**.,entailment,,,,hypo->hyper,governments->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,governments->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **churches**.,entailment,,,,hypo->hyper,churches->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,churches->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **committees**.,entailment,,,,hypo->hyper,committees->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,committees->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **armies**.,entailment,,,,hypo->hyper,armies->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,armies->organizations,2 hypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **teachers**.,neutral,,,,nonhypo->hyper,teachers->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,nonhypo->hyper,teachers->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,nonhypo->hyper,policies->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,nonhypo->hyper,policies->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,nonhypo->hyper,sanctuaries->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,nonhypo->hyper,sanctuaries->organizations,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->nonhypo,organizations->teachers,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **teachers**.,neutral,,,,hyper->nonhypo,organizations->teachers,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,hyper->nonhypo,organizations->policies,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hyper->nonhypo,organizations->policies,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,hyper->nonhypo,organizations->sanctuaries,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hyper->nonhypo,organizations->sanctuaries,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->companies,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **companies**.,neutral,,,,hyper->hypo,organizations->companies,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,hyper->nonhypo,organizations->teachers,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **teachers**.,contradiction,,,,hyper->nonhypo,organizations->teachers,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **companies**.,entailment,,,,hypo->hyper,companies->organizations,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,companies->organizations,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **companies**.,contradiction,,,,hypo->nonhypo,companies->teachers,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **teachers**.,contradiction,,,,hypo->nonhypo,companies->teachers,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->schools,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **schools**.,neutral,,,,hyper->hypo,organizations->schools,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->governments,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **governments**.,neutral,,,,hyper->hypo,organizations->governments,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->churches,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **churches**.,neutral,,,,hyper->hypo,organizations->churches,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->committees,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **committees**.,neutral,,,,hyper->hypo,organizations->committees,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,neutral,,,,hyper->hypo,organizations->armies,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **armies**.,neutral,,,,hyper->hypo,organizations->armies,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,hyper->nonhypo,organizations->policies,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hyper->nonhypo,organizations->policies,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **organizations**.,contradiction,,,,hyper->nonhypo,organizations->sanctuaries,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hyper->nonhypo,organizations->sanctuaries,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **schools**.,entailment,,,,hypo->hyper,schools->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,schools->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **governments**.,entailment,,,,hypo->hyper,governments->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,governments->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **churches**.,entailment,,,,hypo->hyper,churches->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,churches->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **committees**.,entailment,,,,hypo->hyper,committees->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,committees->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **armies**.,entailment,,,,hypo->hyper,armies->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **organizations**.,entailment,,,,hypo->hyper,armies->organizations,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **schools**.,contradiction,,,,hypo->nonhypo,schools->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hypo->nonhypo,schools->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **governments**.,contradiction,,,,hypo->nonhypo,governments->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hypo->nonhypo,governments->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **churches**.,contradiction,,,,hypo->nonhypo,churches->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hypo->nonhypo,churches->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **committees**.,contradiction,,,,hypo->nonhypo,committees->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hypo->nonhypo,committees->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **armies**.,contradiction,,,,hypo->nonhypo,armies->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **policies**.,contradiction,,,,hypo->nonhypo,armies->policies,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **schools**.,contradiction,,,,hypo->nonhypo,schools->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hypo->nonhypo,schools->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **governments**.,contradiction,,,,hypo->nonhypo,governments->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hypo->nonhypo,governments->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **churches**.,contradiction,,,,hypo->nonhypo,churches->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hypo->nonhypo,churches->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **committees**.,contradiction,,,,hypo->nonhypo,committees->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hypo->nonhypo,committees->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,The first prong would represent basic reporting applicable to all public **armies**.,contradiction,,,,hypo->nonhypo,armies->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
H,The first prong would represent basic reporting applicable to all public **sanctuaries**.,contradiction,,,,hypo->nonhypo,armies->sanctuaries,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,35,341YLJU21I0IC8PEXRJU0HLAYRP2IG
P,"In addition, while these agencies address partnering with **customers** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,customers->people,1,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,customers->people,1,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->men,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **men** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->men,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->children,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **children** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->children,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->women,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **women** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->women,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->wives,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **wives** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->wives,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->mothers,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **mothers** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->mothers,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->girls,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **girls** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->hypo,people->girls,2 hyper->hypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **men** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,men->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,men->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **children** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,children->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,children->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **women** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,women->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,women->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **wives** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,wives->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,wives->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **mothers** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,mothers->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,mothers->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **girls** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,girls->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",entailment,,,,hypo->hyper,girls->people,2 hypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **majorities** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,majorities->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,majorities->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **schools** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,schools->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,schools->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **societies** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,societies->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,nonhypo->hyper,societies->people,3 Nonhypo->hyper,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->majorities,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **majorities** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->majorities,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->schools,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **schools** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->schools,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
P,"In addition, while these agencies address partnering with **people** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->societies,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
H,"In addition, while these agencies address partnering with **societies** and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.",neutral,,,,hyper->nonhypo,people->societies,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,36,3GVPRXWRPHVPY9MK330PW82I97B7I1
